,Checked (everything but nblast clusters and indirect pathways),Flywire ID_updated,v630 ID,vPN or LVIN,FlyWire Super Class,Source of Visual Input,Cell Body Position,NT prediction,NT prediction score,NBLAST cluster,Type,Type Code,Pathway type to MB Left,Pathway type to MB Right,Synapses to KCg-d_Left,# of KCg-d Partners_Left,Synapses to KCg-d_Right,# of KCg-d Partners_Right,Synapse sum to LVINs,Synapse sum to LVINs left,Mirror Twin Ints,Is Mirror Twin a Direct KCgd Input (v630)?,Notes,RF_size
705,,720575940628464104,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,53
718,,720575940633113119,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,18
719,,720575940645782068,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,55
717,,720575940631212575,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,77
590,,720575940640302963,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,27
716,,720575940613267990,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,121
715,,720575940627710480,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,42
714,,720575940616598028,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,310
713,,720575940627919370,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,38
712,,720575940609141257,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,329
711,,720575940627104258,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,100
710,,720575940617333249,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,184
709,,720575940628988416,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,102
708,,720575940651459062,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,37
707,,720575940611265010,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,92
706,,720575940621367790,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,22
704,,720575940637561321,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,215
646,,720575940620331184,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,61
684,,720575940626446736,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,186
682,,720575940617001355,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,122
662,,720575940630149420,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,31
661,,720575940629154092,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,40
660,,720575940625256732,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,54
659,,720575940626856220,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,54
658,,720575940618293533,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,46
657,,720575940618715421,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,106
656,,720575940621564184,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,131
655,,720575940628140309,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,34
654,,720575940629334288,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,136
653,,720575940627103996,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,83
652,,720575940629797115,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,71
651,,720575940641693941,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,64
650,,720575940612524261,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,136
649,,720575940611334354,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,32
648,,720575940612079822,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,34
663,,720575940614115635,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,73
683,,720575940624783760,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,35
664,,720575940624965950,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,87
666,,720575940628142410,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,77
681,,720575940627851657,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,38
680,,720575940626434435,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,165
679,,720575940627257725,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,145
678,,720575940650512761,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,72
677,,720575940640438643,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,131
676,,720575940639791475,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,39
675,,720575940611002737,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,53
674,,720575940635099503,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,54
673,,720575940611404130,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,34
672,,720575940635083103,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,30
671,,720575940618824021,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,33
670,,720575940617220436,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,39
669,,720575940620474704,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,202
668,,720575940627394895,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,99
667,,720575940631783755,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,42
665,,720575940618965317,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,87
589,,720575940636155759,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,30
513,,720575940622155204,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,26
587,,720575940632123240,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,219
490,,720575940621993254,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,31
491,,720575940624039206,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,245
492,,720575940612957480,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,132
493,,720575940623879462,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,32
494,,720575940627891499,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,94
495,,720575940631481645,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,10
496,,720575940638354749,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,21
498,,720575940618616148,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,41
499,,720575940622714206,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,32
500,,720575940633083232,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,28
501,,720575940636892517,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,27
502,,720575940635522405,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,22
503,,720575940631854440,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,54
504,,720575940611153272,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,52
505,,720575940610831736,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,38
506,,720575940627672445,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,79
507,,720575940621987199,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,21
508,,720575940645946756,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,22
509,,720575940647908740,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,17
510,,720575940622642613,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,28
511,,720575940619333057,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,67
514,,720575940614497734,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,79
515,,720575940641048016,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,90
516,,720575940611485138,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,31
517,,720575940614241745,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,31
518,,720575940609992146,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,29
519,,720575940630660572,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,39
489,,720575940624561445,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,19
488,,720575940645307684,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,8
487,,720575940616451362,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,40
486,,720575940632495385,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,30
457,,720575940648127620,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,59
720,,720575940629162551,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,21
459,,720575940625241236,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,257
460,,720575940611890325,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,37
461,,720575940615347350,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,16
462,,720575940610989209,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,47
464,,720575940620668096,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,27
465,,720575940620768449,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,20
466,,720575940621100224,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,30
467,,720575940616443078,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,22
468,,720575940626617543,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,25
469,,720575940623666381,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,40
520,,720575940622947805,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,18
470,,720575940617970900,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,56
472,,720575940636228830,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,30
473,,720575940632055010,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,43
474,,720575940616271078,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,65
475,,720575940613930221,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,21
476,,720575940619414766,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,51
477,,720575940621102318,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,35
478,,720575940641297653,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,66
479,,720575940625716482,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,39
480,,720575940628038915,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,106
481,,720575940618542337,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,13
482,,720575940624588039,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,43
483,,720575940625630478,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,55
484,,720575940619072788,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,31
485,,720575940612226326,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,143
471,,720575940640347355,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,33
588,,720575940628834153,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,28
521,,720575940636255710,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,29
523,,720575940636485092,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,34
558,,720575940633267876,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,16
559,,720575940619062955,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,13
560,,720575940620910251,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,16
561,,720575940605937330,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,87
562,,720575940634171060,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,26
563,,720575940624744124,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,66
564,,720575940634128063,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,420
566,,720575940622859990,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,42
567,,720575940609078997,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,8
568,,720575940632266465,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,28
569,,720575940638648041,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,32
570,,720575940624750316,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,28
571,,720575940613783277,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,569
572,,720575940620994287,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,43
573,,720575940626925297,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,32
574,,720575940623236844,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,34
575,,720575940630275835,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,74
576,,720575940629251840,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,180
577,,720575940646768419,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,136
578,,720575940618936118,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,25
579,,720575940630474553,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,21
580,,720575940628977482,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,35
581,,720575940639176526,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,35
582,,720575940616511318,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,27
583,,720575940620500827,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,37
584,,720575940619646817,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,33
585,,720575940621225825,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,39
586,,720575940624441188,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,203
557,,720575940615155362,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,20
556,,720575940615114402,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,41
555,,720575940616482461,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,38
554,,720575940633577114,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,38
524,,720575940624074218,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,21
525,,720575940623252972,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,86
526,,720575940621190639,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,30
527,,720575940620377588,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,35
528,,720575940622020080,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,73
529,,720575940629665274,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,25
530,,720575940629921274,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,12
531,,720575940628043260,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,28
532,,720575940624360957,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,33
533,,720575940632069650,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,13
534,,720575940611900950,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,55
535,,720575940633067033,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,16
536,,720575940617045531,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,61
537,,720575940618559003,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,476
522,,720575940614094303,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,29
538,,720575940617502235,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,40
540,,720575940619284022,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,22
541,,720575940640067133,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,18
542,,720575940620893772,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,26
543,,720575940640540248,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,39
544,,720575940622526046,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,215
545,,720575940629245545,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,16
546,,720575940620574317,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,49
547,,720575940612517489,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,16
548,,720575940631082614,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,54
549,,720575940650049145,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,41
550,,720575940621985407,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,37
551,,720575940637253262,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,41
552,,720575940612494997,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,22
553,,720575940635102874,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,22
539,,720575940618860081,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,55
721,,720575940638782015,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,57
904,,720575940638655972,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,84
723,,720575940617218629,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,51
892,,720575940620494262,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,23
893,,720575940625315260,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,322
894,,720575940605130174,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,77
895,,720575940625063356,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,243
896,,720575940627760583,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,43
897,,720575940631891404,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,36
898,,720575940611964366,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,27
899,,720575940632438227,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,29
900,,720575940622964182,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,41
901,,720575940619953624,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,81
902,,720575940610278874,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,129
903,,720575940641756635,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,36
905,,720575940611530213,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,193
906,,720575940625194471,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,25
907,,720575940637029865,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,145
908,,720575940638604777,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,68
909,,720575940621178351,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,159
987,,720575940622141424,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,124
986,,720575940613040101,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,29
985,,720575940637171689,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,37
984,,720575940615913439,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,35
983,,720575940629006295,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,24
982,,720575940611794894,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,30
981,,720575940624996298,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,47
980,,720575940620072897,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,129
979,,720575940619378624,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,41
978,,720575940616802235,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,48
976,,720575940604010412,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,57
890,,720575940636036532,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,202
889,,720575940635080116,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,96
888,,720575940611014067,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,79
858,,720575940625423618,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,31
859,,720575940627930378,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,35
860,,720575940605029664,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,12
861,,720575940616740130,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,28
863,,720575940630824236,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,51
864,,720575940631289135,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,78
865,,720575940630740266,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,37
866,,720575940626091326,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,39
867,,720575940626625874,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,90
868,,720575940633083219,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,16
869,,720575940627303769,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,92
870,,720575940619574619,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,36
871,,720575940618464603,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,71
975,,720575940622442409,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,31
872,,720575940635086175,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,46
874,,720575940629654887,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,54
875,,720575940638410099,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,72
876,,720575940617883003,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,418
877,,720575940618216827,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,65
878,,720575940619163015,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,22
879,,720575940631225740,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,66
880,,720575940626378128,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,61
881,,720575940613737874,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,87
882,,720575940615298454,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,90
883,,720575940634717591,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,39
884,,720575940610583961,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,52
885,,720575940634162586,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,52
886,,720575940636267950,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,56
887,,720575940621317552,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,75
873,,720575940621100382,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,42
857,,720575940621483263,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,107
974,,720575940621553577,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,46
972,,720575940638635939,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,34
937,,720575940626542213,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,21
936,,720575940619538054,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,59
935,,720575940659277441,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,48
934,,720575940620291708,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,52
933,,720575940617135733,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,19
932,,720575940612286065,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,75
931,,720575940620054125,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,42
930,,720575940635440741,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,33
929,,720575940635522655,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,17
928,,720575940620179038,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,61
927,,720575940617987677,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,72
926,,720575940638193242,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,58
925,,720575940621778497,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,54
924,,720575940616121915,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,34
923,,720575940639522357,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,159
922,,720575940639901237,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,47
921,,720575940645570100,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,75
920,,720575940610471470,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,71
919,,720575940631760426,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,39
918,,720575940624084518,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,63
917,,720575940620418580,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,37
916,,720575940626251283,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,78
915,,720575940631449106,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,76
914,,720575940629966351,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,46
913,,720575940623406605,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,486
912,,720575940614882828,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,45
911,,720575940624158195,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,215
910,,720575940622441968,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,24
456,,720575940607546498,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,25
938,,720575940621753992,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,73
939,,720575940631893644,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,69
940,,720575940624086675,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,56
941,,720575940624905876,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,28
971,,720575940617893789,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,72
970,,720575940629532571,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,26
969,,720575940627070872,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,40
968,,720575940633884567,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,27
967,,720575940614385554,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,142
966,,720575940642484109,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,272
965,,720575940628729722,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,32
964,,720575940635234159,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,52
963,,720575940627513193,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,98
962,,720575940607516508,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,449
961,,720575940638228314,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,71
960,,720575940621567820,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,56
959,,720575940646752052,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,39
958,,720575940626270000,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,64
973,,720575940621078441,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,36
957,,720575940613910312,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,275
955,,720575940618735389,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,54
954,,720575940645564183,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,377
953,,720575940612574998,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,124
952,,720575940624523015,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,38
951,,720575940652580598,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,129
950,,720575940624840423,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,78
949,,720575940633687778,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,49
948,,720575940623613645,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,25
947,,720575940633075404,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,35
946,,720575940643690184,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,156
945,,720575940635315903,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,13
944,,720575940614143663,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,72
943,,720575940619390635,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,51
942,,720575940614416039,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,183
956,,720575940625415975,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,57
722,,720575940637323839,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,79
856,,720575940631264505,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,79
854,,720575940622316784,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,79
758,,720575940617202461,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,30
759,,720575940622367529,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,55
760,,720575940619121472,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,192
761,,720575940620024641,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,35
762,,720575940628218696,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,12
763,,720575940627280714,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,137
764,,720575940628749143,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,34
765,,720575940616670038,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,42
766,,720575940620362587,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,49
767,,720575940640527192,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,67
768,,720575940635081567,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,72
769,,720575940634323808,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,47
770,,720575940619373421,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,158
771,,720575940635962223,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,22
772,,720575940636685167,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,201
773,,720575940611429233,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,31
774,,720575940631147382,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,598
